UNO,0.0002,2018-04-16 20:41:54
UP,1.0,2018-04-16 20:41:54
USDT,25.0,2018-04-16 20:41:54
UTC,0.02,2018-04-16 20:41:54
VEE,1.0,2018-04-16 20:41:54
VIA,0.2,2018-04-16 20:41:54
VIB,13.0,2018-04-16 20:41:54
VOX,0.1,2018-04-16 20:41:54
VRC,0.0002,2018-04-16 20:41:54
VRM,0.4,2018-04-16 20:41:54
VTC,0.02,2018-04-16 20:41:54
VTR,0.02,2018-04-16 20:41:54
WARP,0.02,2018-04-16 20:41:54
WAVES,0.001,2018-04-16 20:41:54
WAX,1.0,2018-04-16 20:41:54
WINGS,4.0,2018-04-16 20:41:54
XAUR,2.5,2018-04-16 20:41:54
XCO,0.02,2018-04-16 20:41:54
XCP,0.2,2018-04-16 20:41:54
XDN,0.01,2018-04-16 20:41:54
XEL,0.2,2018-04-16 20:41:54
XEM,4.0,2018-04-16 20:41:54
XLM,0.01,2018-04-16 20:41:54
XMG,0.0002,2018-04-16 20:41:54
XMR,0.04,2018-04-16 20:41:54
XMY,0.2,2018-04-16 20:41:54
XPY,0.002,2018-04-16 20:41:54
XQN,0.02,2018-04-16 20:41:54
XRP,1.0,2018-04-16 20:41:54
XST,0.02,2018-04-16 20:41:54
XVC,0.002,2018-04-16 20:41:54
XVG,0.2,2018-04-16 20:41:54
XWC,0.2,2018-04-16 20:41:54
XZC,0.02,2018-04-16 20:41:54
ZCL,0.002,2018-04-16 20:41:54
ZEC,0.005,2018-04-16 20:41:54
ZEN,0.002,2018-04-16 20:41:54
ZRX,1.0,2018-04-16 20:41:54
